id,parent_id,root_id,trd_buy_id,trd_buy_number_anno,ref_amendm_agreem_justif_id,ref_contract_status_id,deleted,crdate,last_update_date,supplier_id,supplier_biin,supplier_bik,supplier_iik,supplier_bank_name_kz,supplier_bank_name_ru,customer_id,customer_bin,customer_bik,customer_iik,customer_bank_name_kz,customer_bank_name_ru,contract_number,contract_number_sys,fin_year,ref_contract_agr_form_id,ref_contract_year_type_id,ref_finsource_id,ref_currency_code,contract_sum_wnds,sign_date,ec_end_date,plan_exec_date,fakt_exec_date,fakt_sum_wnds,contract_end_date,ref_contract_cancel_id,description_kz,description_ru,sign_reason_doc_name,sign_reason_doc_date,trd_buy_itogi_date_public,fakt_trade_methods_id,ec_customer_approve,ec_supplier_approve,contract_ms,supplier_legal_address,customer_legal_address,payments_terms_ru,payments_terms_kz,is_gu,exchange_rate,system_id,index_date
90,627,676,159,02875cbc-c933-4bf1-93d6-d6dcc5dd6443,4,5,0,2025-06-11 01:10:12,2024-12-03 17:31:23,409,615644778015,ZXCXRUXJ,IKHZ5953577043553,Фирма Агрокомплекс им. Ткачева,Тетерин Лимитед,908,365830052922,DOYHRUKE,CTTK7296560177299,ЗАО «Кузьмин»,Сони Электроникс (Sony),622cde52-7114-4667-8ae3-0b97a332e6b0,d9678c74-5495-4768-84e4-2fa66d5e7e5d,2020,2,4,1,EUR,17646473.91,2023-07-16,2025-10-19,2024-12-04,2025-08-18,5422240.15,2024-10-24,0,Плавно мягкий наткнуться.,Ночь экзамен означать еврейский провинция секунда покидать через.,тревога,2024-01-28,2025-06-30,4,1,0,62.62,"п. Кировск (Мурм.), пр. Демьяна Бедного, д. 3/8, 584108","ст. Бирск, алл. Островского, д. 5/6, 967961",Князь сомнительный еврейский еврейский собеседник.,Очередной витрина возможно банк.,0,597.52,3,2025-10-16 21:09:41
91,28,705,452,ef84a374-e251-4826-b1a5-760afebd126c,5,6,0,2025-06-19 19:40:35,2025-05-10 03:42:07,1010,188220032637,JONWRUMV,HFLY5754653308999,ОАО «Виноградова Кулагина»,ОАО «Мясников-Силина»,203,630491797617,VQBNRUZQEK2,TLBX6149101137813,Гурьев Инкорпорэйтед,ИП «Давыдова Гущина»,bcc6e8ab-f72c-4f20-a9e9-62315ca31d4e,013e6915-91de-4824-95f7-22823ea95dab,2024,1,4,3,KZT,20786421.39,2025-05-25,2024-01-26,2025-10-17,2023-08-22,973832.11,2024-05-26,5,Запустить решетка бабочка через девка счастье передо.,Горький заложить лапа художественный нервно горький мелочь.,скользить,2023-06-01,2022-12-30,4,0,1,76.42,"г. Шилка, наб. Курская, д. 8, 775266","п. Луга, пр. Ермака, д. 25, 734613",Пол аж совет изображать пастух выраженный выдержать другой.,Покидать полностью падаль прежний.,1,548.01,3,2025-02-21 06:26:19
92,457,952,677,9c826d58-717c-4a2d-977b-302bf336b90f,3,1,0,2025-10-26 10:21:31,2025-03-09 09:54:22,767,339163913840,MADDRU5H,FJFL4608309020105,Селезнев Лтд,Соколов Групп,762,474108159699,WLQQRUTQU26,BFTG2028206516707,Михеев Инкорпорэйтед,"НПО «Петухов, Красильникова и Лаврентьева»",2b197d13-840c-4595-a7a9-bf3d4dcd3e58,abdce3fd-3038-4313-907a-5ed8357ae227,2017,1,3,1,KZT,48431575.21,2022-12-04,2024-05-31,2025-05-30,2024-01-18,3270882.79,2025-08-29,3,Налево кожа поздравлять заявление.,Неправда увеличиваться наслаждение шлем терапия.,палата,2023-08-14,2023-05-30,10,1,0,63.89,"к. Сухиничи, алл. Красногвардейская, д. 26 стр. 3, 667421","ст. Радужный, ш. Донское, д. 5/8 к. 1, 494118",Спорт дальний чем налево дальний через.,Кпсс дурацкий очередной теория господь.,0,543.91,3,2024-06-25 10:23:56
93,147,379,85,37bdeeaa-45a8-461d-a508-25c2cbf3448f,3,3,1,2025-09-24 18:20:34,2023-03-26 06:47:42,216,572479206068,FCNERUD8,BAHS2633982068788,РАО «Мельникова Федоров»,Восточная горнорудная компания,854,431836255625,SYVRRUO59KE,OKZP6461070069161,ИП «Сазонов»,"ООО «Сидоров, Смирнов и Комиссаров»",62854d22-a483-4b1e-98bb-58d6a3fb733a,2f9cf1e1-097b-4c8e-8c09-3e1ed099f8e7,2020,2,5,3,USD,36872660.76,2025-03-12,2023-07-22,2025-01-25,2024-01-02,4291542.8,2025-01-07,3,Приличный белье тусклый командир сбросить спешить.,Дыхание необычный актриса вздрогнуть солнце выражаться.,поставить,2023-02-07,2025-02-07,4,0,1,2.83,"клх Лысьва, алл. Невского, д. 27 к. 9/5, 509707","к. Казань, ул. Набережная, д. 21 к. 5/1, 116815",При сутки тысяча торговля.,Потянуться тута спорт.,0,508.88,3,2023-09-10 23:18:44
94,734,267,801,ac0e228f-c93a-4089-9094-3aa210298496,1,10,0,2023-01-01 19:12:29,2025-02-26 11:34:42,106,731929937225,VEAPRU6H,IFZN2643727132319,РАО «Евдокимова-Николаев»,АО «Орехова-Зуев»,273,114766607032,IYEKRUAJQ3A,YRZA9266497583426,ООО «Федоров Вишнякова»,ООО «Мухин»,a43f9b0d-3167-4f3d-afd8-8abd4aa1f9cf,9d01f2c9-9bac-4cc5-a652-ef45bd5d1655,2019,1,1,3,USD,1470187.79,2024-08-11,2025-09-30,2024-09-22,2025-06-17,9907037.31,2023-05-21,3,Очко мелькнуть естественный сверкающий.,Встать полюбить пространство что.,посвятить,2025-08-20,2023-05-15,9,1,1,9.12,"г. Ишим, наб. Клубная, д. 82 к. 49, 457314","ст. Белореченск, бул. Мелиораторов, д. 398 к. 948, 277292",Заложить сверкать плод сынок миф посидеть.,Тревога результат равнодушный более полюбить протягивать совещание.,1,534.2,3,2024-04-27 16:18:43
95,510,1074,230,397e6638-fe81-4378-ba2f-d7178e0a592f,2,1,1,2025-04-30 21:53:50,2023-08-11 00:24:44,415,475809376811,MWEIRULMT4T,YARG2632778786200,ИП «Лыткина»,"ООО «Дмитриева, Дьячкова и Бобылева»",690,300294019397,RLAPRUF91DV,FSZL5399703436785,АО «Белозерова-Баранова»,АО «Белозерова Воробьев»,f7af302e-29b9-46ce-91a5-0a45eb8431c2,2cb234b1-ccd6-4624-8ede-98bc3d81ebc0,2020,4,1,2,USD,49958281.32,2023-03-22,2025-03-02,2024-02-07,2023-12-14,2376353.83,2024-11-07,5,Анализ райком вперед желание сбросить заявление спасть оборот.,Угол нажать валюта отражение.,слишком,2024-07-30,2024-07-21,10,0,0,3.05,"г. Орел, бул. Лазурный, д. 5 стр. 993, 462287","ст. Переславль-Залесский, пр. Моховой, д. 59 стр. 6/9, 613386",Расстегнуть прошептать табак кпсс ручей коммунизм дурацкий.,Подземный кпсс собеседник пространство бетонный.,1,423.59,3,2024-06-20 12:14:07
96,791,282,56,a789412f-1622-41e0-b1ec-9a0a48f7f190,3,5,0,2024-08-01 10:14:15,2022-12-22 15:58:37,716,869390217689,UWILRU95,OWXD6788842842881,ЗАО «Морозов»,ОАО «Щукина-Мухина»,905,829735721916,FWJXRU5Z,YFRO2002252492600,"АО «Кулаков, Ширяев и Одинцов»",ЗАО «Исаев Тетерина»,34c6e9ea-e68e-49e7-bc37-e81beed90081,0d56cd51-7099-4d5b-8061-4753e018b90c,2019,1,4,2,KZT,47465874.56,2023-03-18,2024-11-23,2023-02-16,2025-02-20,5346511.96,2024-09-21,0,Точно страсть командование пропаганда бровь штаб набор.,Слишком нажать мера пол карандаш цвет находить казнь.,наслаждение,2025-09-06,2023-12-08,4,1,0,68.92,"к. Ялуторовск, ул. Больничная, д. 960 стр. 8, 612331","с. Челюскин, алл. Рыбацкая, д. 65 стр. 152, 295979",Мера трясти изображать один.,Невозможно иной дремать совещание возмутиться.,0,403.96,3,2025-08-03 23:45:53
97,75,790,848,5db77b17-e28f-4a7d-a4e1-b1ac6787a89f,4,2,0,2025-08-03 09:01:07,2024-06-30 19:16:32,803,409111143560,SELURUK78CM,BMHM9509338990540,ОАО «Баранов Ершова»,Осипова Инкорпорэйтед,554,120079701488,ZZQVRU3S,TCVZ6149224691506,СК Росгосстрах,"ЗАО «Жданова, Устинов и Горшков»",8608500e-76e2-4b2c-8a9b-d928fdd57d09,fe71b159-5634-41af-a142-15f158b154d7,2024,2,2,4,EUR,15095837.82,2024-07-18,2025-09-27,2023-11-19,2023-08-17,5867626.87,2024-03-07,1,Вчера выдержать серьезный торговля разводить материя.,Эффект прощение единый разуметься крутой.,правление,2025-08-19,2022-12-31,1,1,1,84.63,"ст. Пушкинские Горы, пер. Стадионный, д. 396 к. 8, 404975","г. Наро-Фоминск, пр. Магистральный, д. 8/6 стр. 2/3, 973953",Бочок свежий виднеться жестокий нож результат направо.,Столетие редактор мелькнуть куча миг.,1,571.99,3,2025-07-05 17:59:58
98,220,488,658,be5e76f5-b594-4b32-9c57-6afe47228fd1,1,9,1,2025-10-05 04:15:01,2024-06-11 13:03:18,1179,744080830607,FICWRUY5R9S,JMLX8032003140497,ИП «Васильев-Воробьева»,ЗАО «Симонова-Тихонов»,816,938632225076,CFQARUF4,OAEX5282995973748,ООО «Шаров»,РАО «Воронцов-Логинова»,07a3abed-3381-40d4-9d65-ad500e622246,83c817df-2e1e-4970-952c-5ed196096716,2022,3,1,2,KZT,22308254.48,2022-12-20,2023-11-04,2023-07-19,2024-07-19,2992820.92,2025-10-13,0,О функция падаль боец гулять ленинград естественный.,Трясти гулять космос советовать хлеб.,коллектив,2024-03-01,2025-11-24,9,0,1,52.95,"ст. Грозный, пр. Осенний, д. 47, 324306","п. Калачинск, бул. Партизанский, д. 1 к. 4/9, 103711",Присесть войти горький ягода ягода умолять.,Бабочка при картинка равнодушный цвет.,1,445.19,3,2024-02-12 10:53:49
99,605,537,543,f2f877e4-6e5b-4be2-8630-ad55dfac9b6e,1,4,1,2023-06-22 23:29:56,2024-06-30 10:48:16,264,384905731667,CKBJRUFP,TPAV7113617940698,ООО «Лаврентьева»,Нова,373,719973459988,YAGGRUJV,GCSN7457397927331,АО «Анисимов»,Вишнякова Лтд,3dddd260-f016-4a6b-9dae-cee69143d04d,8dbdabd9-2cd9-4513-b14f-a2ed68b3fa7d,2025,3,2,2,EUR,19139404,2023-02-26,2025-06-04,2023-04-16,2025-08-20,7818795.55,2025-06-01,4,Полевой счастье неправда тяжелый радость коммунизм белье сынок.,Запретить штаб выгнать беспомощный.,деловой,2024-05-16,2024-12-18,2,1,1,18.67,"г. Стерлитамак, бул. Колхозный, д. 1 к. 9, 500327","г. Томари, наб. Горная, д. 1 стр. 3, 845753",Спорт уронить наслаждение исполнять добиться.,Засунуть слишком мелькнуть казнь расстройство развернуться.,1,488.91,3,2025-08-12 01:49:03
100,339,94,561,c8a7679d-9c4e-4336-b12c-96192c5e9a9c,3,9,0,2024-01-29 18:55:56,2023-06-11 15:32:42,877,787526189239,DATJRUJR,JIUN4266927296970,НПО «Муравьев Ларионова»,"ООО «Елисеева, Морозов и Терентьев»",710,488932975587,VJDVRUTH,UHIW1117536713190,АО «Хохлова Дьячков»,"ОАО «Королева, Русакова и Вишнякова»",9c5e7e7c-7848-4aeb-8f67-d0fe78c9fece,de4a9d63-94fd-4ef3-bf87-582c9da530c9,2024,5,4,4,EUR,2949355.26,2024-04-28,2024-07-04,2024-08-28,2023-09-22,5792435.87,2024-03-08,1,Выгнать космос крутой.,Отдел прежде тревога дальний вообще носок порт.,жидкий,2024-09-06,2024-11-15,9,0,1,35.49,"с. Зеленогорск (Ленин.), пр. Зои Космодемьянской, д. 67, 919801","ст. Качканар, пер. Дружба, д. 60, 399882",Мимо зачем запеть приходить опасность.,Механический сутки актриса волк пробовать тесно.,0,412.16,3,2025-05-15 10:44:04
101,898,548,804,6519755f-9d3b-4fdd-ab30-4c2c58e71e64,5,6,0,2024-10-01 21:07:48,2024-02-13 02:35:14,63,739301995426,DWLLRU8EQA1,POKJ8485999573666,Колобова Лтд,Ачимгаз,388,227044791943,TZTZRUOL,YFSP9502264247847,"ООО «Трофимова, Туров и Воронцова»","ООО «Суханова, Кузнецов и Лихачева»",ac5160bb-a330-40da-a0b2-ab2134302614,30ac0472-c778-4241-ad58-9c8050a9def1,2024,4,2,1,USD,33736799.6,2023-04-18,2022-12-14,2023-08-31,2024-06-18,1443813.56,2023-08-25,3,Число совещание зачем новый протягивать очутиться бетонный голубчик.,Левый монета отметить природа слать реклама порог.,триста,2024-07-03,2024-11-04,8,1,0,74.96,"с. Шереметьево, бул. Пригородный, д. 432 к. 945, 350674","п. Тимашевск, ул. Мельничная, д. 5/7 к. 12, 531147",Медицина команда князь хлеб прежний пасть изображать.,Материя жить валюта мотоцикл встать господь плод.,0,474.08,3,2024-08-30 04:59:40
102,683,781,733,645cdb9c-3b16-4cf5-86fc-2080584e7067,5,5,1,2024-01-10 08:50:05,2025-04-03 16:45:59,1069,814275222373,DVHHRU7V,OSOI5010432311712,РАО «Соколов Козлов»,Беляева Лимитед,1198,203204655514,MKTZRUGM,VXKC2963730719644,НПО «Одинцова Рыбакова»,НПО «Зайцев Киселева»,d47afd75-07fe-430b-9ff3-805390eb858a,6686e1d2-99e8-47cf-aec1-9fc22d641bf8,2022,2,2,5,EUR,15340961.07,2022-11-25,2025-08-08,2022-12-16,2025-04-03,6610616.19,2023-03-14,1,Зато разуметься господь возникновение.,Дошлый основание столетие слать угроза пробовать промолчать.,район,2024-06-27,2025-07-14,10,1,1,0.81,"к. Котлас, наб. Ярославская, д. 90 к. 6, 706494","с. Зарайск, пр. Льва Толстого, д. 524, 241887",Монета умолять разводить.,Совет медицина видимо сынок изба очередной боец неожиданно.,0,435.65,3,2023-09-10 01:47:14
103,1063,987,174,6dd014eb-cc99-48d2-993d-9128896d9409,1,5,1,2025-02-21 23:47:06,2023-07-07 07:43:07,764,987756312768,WSNMRUYP,SCCD8463555695811,ЗАО «Некрасов-Тихонова»,Чернова Лтд,458,849918937404,ZVOBRU6Q,QPSN1970889301790,АО «Лобанова Федосеева»,АО «Гордеева»,c1f60e3e-8cce-4268-9230-1a1571d3d5a7,32f693c4-a888-41c0-b524-900a4a9f1a5d,2015,4,5,2,KZT,16799702.59,2024-08-26,2023-05-10,2025-02-14,2024-07-25,718725.92,2024-07-20,1,Полюбить пятеро угол.,Неожиданный господь команда поставить.,соответствие,2024-07-04,2024-08-19,6,0,1,47.97,"п. Верхнее Пенжино, пр. Сосновый, д. 4/5 к. 664, 909449","клх Ребриха, ул. Медицинская, д. 1/4 к. 668, 245683",Встать смертельный ответить научить.,Житель рассуждение факультет тута.,0,453.78,3,2022-12-10 07:56:10
104,948,99,60,43b97292-ea10-45ca-b9ca-7de180b76498,2,10,0,2025-06-25 16:35:28,2025-07-22 20:38:45,224,544914613998,WIRYRUTDAE1,UOTV9127250741872,Сорокин Групп,Вита Лайн,858,242847144254,UTBTRU52,HPWS5452416829080,ЗАО «Ершова Тарасов»,Пахомова Лимитед,6eb8edcd-877d-4ae7-afd2-2d86dd31f24c,c4c6e927-bb96-4a2c-b195-0bc6dc5c3c90,2021,4,1,3,USD,7085288.61,2024-01-23,2024-01-23,2025-11-09,2025-10-14,731019.8,2024-04-28,0,Манера инструкция художественный.,Мимо крыса передо призыв.,банда,2025-08-24,2024-12-25,8,0,0,86.4,"к. Батайск, ул. 30 лет Победы, д. 812, 123244","г. Елабуга, алл. Коммунаров, д. 967, 214656",Монета вывести выраженный шлем точно фонарик плод.,Крутой помимо цепочка мусор горький.,1,483.76,3,2024-09-04 04:29:34
